priority_rank,school_id,school_name,region,priority_score,priority_category,risk_score,risk_level,regional_risk_score,regional_risk_level,problem_detected,recommended_intervention,intervention_priority,expected_improvement_range,assumption_basis,weak_subject_count,weak_subjects,weakest_subject,weakest_subject_gpa,weakest_subject_pass_rate,pass_rate_decline_score,subject_failure_score,trend_instability_score,data_quality,data_origin,scenario_origin
459,S0578,TAQWA SECONDARY SCHOOL,MWANZA,49.56359999999995,Medium,31.330662556963905,Moderate,12.76285609523234,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, ELIMU YA DINI YA KIISLAMU, GEOGRAPHY, HISTORY, PHYSICS",PHYSICS,5.0,0.0,0.0,40.54054054054054,63.89500131600581,Complete,observed-derived,assumption-based
460,S3196,LUMEMO SECONDARY SCHOOL,MOROGORO,49.53455121385652,Medium,35.749265794331684,Moderate,15.95585882761668,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9623,3.7735849056603774,21.119864790195876,55.595238095238095,35.40916149893968,Complete,observed-derived,assumption-based
461,S2556,KILOLELI SECONDARY SCHOOL,SHINYANGA,49.51612857142963,Medium,42.885040094199994,Moderate,13.63569660813777,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,4.7959,14.285714285714285,26.734693877553617,39.612188365650965,67.69168677827753,Complete,observed-derived,assumption-based
462,S6672,KAGONGWA SECONDARY SCHOOL,SHINYANGA,49.4724369266055,Medium,17.15765247410817,Safe,13.63569660813777,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.9151,5.555555555555555,0.0,57.1921749136939,0.0,Insufficient trend history,observed-derived,assumption-based
463,S4919,MATUMBO SECONDARY SCHOOL,SINGIDA,49.47162059314974,Medium,26.97081852040753,Safe,16.00969834893016,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, HISTORY, PHYSICS",BASIC MATHEMATICS,4.7374,19.19191919191919,11.123433583960917,45.516304347826086,29.555179274917787,Complete,observed-derived,assumption-based
464,S0880,KAIGARA SECONDARY SCHOOL,KAGERA,49.4710087201605,Medium,18.99848042329166,Safe,12.691611547450492,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, ELIMU YA DINI YA KIISLAMU, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.7075,17.391304347826086,6.845883593720278,26.795945350374623,27.40447793563721,Complete,observed-derived,assumption-based
465,S3050,MPUNGUZI SECONDARY SCHOOL,DODOMA,49.457367585394756,Medium,40.89131634504649,Moderate,15.43601814574629,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY",BASIC MATHEMATICS,4.8524,9.047619047619047,21.089434696284577,47.544204322200386,60.64093723290848,Complete,observed-derived,assumption-based
466,S1560,KISIWA PANZA SECONDARY SCHOOL,KUSINI PEMBA,49.43091216216215,Medium,37.8371926807285,Moderate,29.748407031979866,Safe,10 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",10,"ARABIC LANGUAGE, BASIC MATHEMATICS, BIOLOGY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,5.0,0.0,0.0,73.96825396825396,52.15572163417438,Complete,observed-derived,assumption-based
467,S0501,UWELENI SECONDARY SCHOOL,KUSINI PEMBA,49.41858796296296,Medium,41.47306991056817,Moderate,29.748407031979866,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"ARABIC LANGUAGE, BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,5.0,0.0,0.0,73.16872427983539,65.07484208872518,Complete,observed-derived,assumption-based
468,S2902,MIHAMBWE SECONDARY SCHOOL,MTWARA,49.37683074866361,Medium,21.67272438824739,Safe,15.138119010705694,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, HISTORY, PHYSICS",BASIC MATHEMATICS,5.0,0.0,7.309014514897519,36.8421052631579,25.65495667780338,Complete,observed-derived,assumption-based
469,S0942,RUMANYIKA SECONDARY SCHOOL,KAGERA,49.34770833333334,Medium,14.347826086956522,Safe,12.691611547450492,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,5.0,0.0,0.0,47.82608695652174,0.0,Insufficient trend history,observed-derived,assumption-based
470,S2644,KINAMPANDA SECONDARY SCHOOL,SINGIDA,49.340383657022976,Medium,22.861684699051786,Safe,16.00969834893016,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE",BASIC MATHEMATICS,4.7329,14.383561643835616,13.20713762216122,27.265372168284784,31.330726665672877,Complete,observed-derived,assumption-based
471,S1276,DAR ES SALAAM PRIME SECONDARY SCHOOL,DAR ES SALAAM,49.33812499999968,Medium,29.138724979153725,Safe,20.104661333212597,Safe,10 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",10,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CHEMISTRY, CIVICS, COMMERCE, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BOOK-KEEPING,5.0,0.0,0.0,48.50299401197605,48.62608925186971,Limited trend history,observed-derived,assumption-based
472,S5929,SUNNI MUSLIM JAMAAT SECONDARY SCHOOL,DAR ES SALAAM,49.32923040540513,Medium,43.37483489165429,Moderate,20.104661333212597,Safe,11 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",11,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CHEMISTRY, CIVICS, COMMERCE, ELIMU YA DINI YA KIISLAMU, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,5.0,0.0,0.0,78.77813504823152,65.80464792394946,Complete,observed-derived,assumption-based
473,S3802,MUKA SECONDARY SCHOOL,KIGOMA,49.302721921135685,Medium,34.2289688689851,Moderate,15.6157062435702,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE",BASIC MATHEMATICS,4.7297,14.18918918918919,30.4453353300928,39.492753623188406,34.010028833304865,Complete,observed-derived,assumption-based
474,S5080,KAZAMOYO SECONDARY SCHOOL,PWANI,49.28644423076944,Medium,32.31564619370389,Moderate,17.439754644711357,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9615,2.403846153846154,0.0,60.43557168784029,47.283248957839355,Complete,observed-derived,assumption-based
475,S4216,KISANGA SECONDARY SCHOOL,TABORA,49.271749854132786,Medium,39.35603501298418,Moderate,13.865702227986798,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.8333,13.333333333333334,19.00338791643615,48.11715481171548,57.73177800965025,Complete,observed-derived,assumption-based
476,S5936,IDRISSA ABDULWAKIL SECONDARY SCHOOL,KASKAZINI PEMBA,49.26335030257445,Medium,37.18287648568601,Moderate,31.490757867177578,Moderate,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"ARABIC LANGUAGE, BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8765,9.411764705882353,38.11703142892897,46.11872146118722,27.001491585860848,Complete,observed-derived,assumption-based
477,S4534,MUBABA SECONDARY SCHOOL,KAGERA,49.25199426406941,Medium,19.49437561225223,Safe,12.691611547450492,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Medium,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, CIVICS",BASIC MATHEMATICS,4.572,21.96969696969697,10.876623376623913,21.055067098565488,29.424020440110066,Complete,observed-derived,assumption-based
478,S4298,MIGAMBO SECONDARY SCHOOL,TANGA,49.25016636740236,Medium,32.060142686193686,Moderate,20.294586897484997,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9615,3.8461538461538463,16.278711680119898,45.98540145985402,39.17679192063173,Complete,observed-derived,assumption-based
479,S2677,MGAMA SECONDARY SCHOOL,IRINGA,49.24617638347602,Medium,29.465038087593136,Safe,12.684959143067804,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.7956,13.86861313868613,22.827014089352186,42.658730158730165,25.12204468077738,Complete,observed-derived,assumption-based
480,S4343,LANGWA SECONDARY SCHOOL,TABORA,49.18355158730165,Medium,40.19316474762232,Moderate,13.865702227986798,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.7963,12.962962962962962,13.45238095238132,49.1764705882353,66.864237300664,Complete,observed-derived,assumption-based
481,S4148,KAHUNGA SECONDARY SCHOOL,KIGOMA,49.16904866521699,Medium,30.587002112656283,Moderate,15.6157062435702,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, FRENCH LANGUAGE, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.8675,6.024096385542169,10.155649735984177,54.23476968796434,34.18103770624437,Complete,observed-derived,assumption-based
482,S3749,KINYETO SECONDARY SCHOOL,SINGIDA,49.14966313559394,Medium,33.8884343838661,Moderate,16.00969834893016,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8462,12.82051282051282,0.0,53.28542094455852,59.67602700166181,Complete,observed-derived,assumption-based
483,S4881,IZYIRA SECONDARY SCHOOL,MBEYA,49.14312826087142,Medium,40.33119518609515,Moderate,15.2299274586872,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8875,10.0,8.831521739136065,49.65397923875432,73.00797572938143,Complete,observed-derived,assumption-based
484,S4637,MATOSA SECONDARY SCHOOL,DAR ES SALAAM,49.098681505531125,Medium,38.062397722479254,Moderate,20.104661333212597,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.7786,10.714285714285714,29.798781465448045,47.833935018050546,39.309015436282905,Complete,observed-derived,assumption-based
485,S0525,MKONOWAMARA SECONDARY SCHOOL,MOROGORO,49.09160000000057,Medium,26.428412112166136,Safe,15.95585882761668,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,5.0,0.0,0.0,14.285714285714292,73.8089927548395,Complete,observed-derived,assumption-based
486,S1709,MAHEVE SECONDARY SCHOOL,NJOMBE,49.085340786569276,Medium,36.576760395598,Moderate,11.733623151058401,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8581,8.38709677419355,25.5204493298156,50.29991431019709,37.59535456870879,Complete,observed-derived,assumption-based
487,S4798,SHISYETE SECONDARY SCHOOL,MBEYA,49.07627821234963,Medium,42.27528139931313,Moderate,15.2299274586872,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8824,7.8431372549019605,25.026282853569942,49.86666666666667,57.68256085961718,Complete,observed-derived,assumption-based
488,S3430,MARUMBA SECONDARY SCHOOL,RUVUMA,49.07428344958833,Medium,29.839303328039293,Safe,13.15909616684323,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, CIVICS, ENGLISH LANGUAGE, PHYSICS",BASIC MATHEMATICS,4.7349,12.048192771084338,23.229761149863318,32.36994219653178,36.12138736378144,Complete,observed-derived,assumption-based
489,S3486,KANSAY SECONDARY SCHOOL,ARUSHA,49.07115588235301,Medium,22.319188087724562,Safe,10.147427954710333,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"AGRICULTURE, BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, HISTORY, KISWAHILI, PHYSICS",PHYSICS,4.8889,11.11111111111111,0.0,48.1159420289855,26.28135159676304,Complete,observed-derived,assumption-based
490,S2166,KIROKA SECONDARY SCHOOL,MOROGORO,49.0563679245283,Medium,32.28482776747942,Moderate,15.95585882761668,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Medium,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CIVICS, COMMERCE, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",PHYSICS,5.0,0.0,0.0,64.3603133159269,43.25577924233784,Complete,observed-derived,assumption-based
